txl1_x,txl1_y,txl1_z,txl2_x,txl2_y,txl2_z,txl3_x,txl3_y,txl3_z,txl4_x,txl4_y,txl4_z,txl5_x,txl5_y,txl5_z,txl6_x,txl6_y,txl6_z,txl7_x,txl7_y,txl7_z,txl8_x,txl8_y,txl8_z,txl9_x,txl9_y,txl9_z,txl10_x,txl10_y,txl10_z,txl11_x,txl11_y,txl11_z,txl12_x,txl12_y,txl12_z,txl13_x,txl13_y,txl13_z,txl14_x,txl14_y,txl14_z,txl15_x,txl15_y,txl15_z,txl16_x,txl16_y,txl16_z
16140.0,16552.0,38743.0,16142.0,16663.0,38296.0,15951.0,16581.0,38063.0,15556.0,16680.0,39114.0,16021.0,16533.0,38382.0,16013.0,16390.0,37850.0,15899.0,16415.0,37648.0,15655.0,16489.0,37951.0,16236.0,16389.0,38278.0,16023.0,16330.0,38084.0,15811.0,16267.0,37423.0,15666.0,16294.0,38107.0,16149.0,16248.0,39006.0,15950.0,16357.0,38362.0,15862.0,16222.0,37946.0,15681.0,16398.0,38710.0
16139.0,16553.0,38744.0,16142.0,16662.0,38296.0,15953.0,16580.0,38068.0,15557.0,16679.0,39115.0,16024.0,16533.0,38385.0,16013.0,16392.0,37851.0,15899.0,16418.0,37652.0,15654.0,16488.0,37947.0,16235.0,16390.0,38280.0,16025.0,16329.0,38075.0,15811.0,16268.0,37423.0,15667.0,16293.0,38109.0,16147.0,16248.0,39005.0,15950.0,16357.0,38363.0,15860.0,16224.0,37948.0,15681.0,16400.0,38712.0
16141.0,16551.0,38740.0,16142.0,16664.0,38296.0,15952.0,16581.0,38065.0,15558.0,16678.0,39112.0,16022.0,16533.0,38378.0,16013.0,16391.0,37849.0,15899.0,16418.0,37652.0,15654.0,16488.0,37947.0,16235.0,16390.0,38280.0,16023.0,16327.0,38077.0,15809.0,16268.0,37420.0,15668.0,16294.0,38105.0,16147.0,16247.0,39004.0,15951.0,16355.0,38370.0,15860.0,16224.0,37948.0,15681.0,16400.0,38712.0
16141.0,16551.0,38740.0,16142.0,16664.0,38296.0,15952.0,16581.0,38065.0,15558.0,16678.0,39112.0,16022.0,16533.0,38378.0,16013.0,16391.0,37849.0,15899.0,16418.0,37652.0,15654.0,16488.0,37947.0,16235.0,16390.0,38280.0,16023.0,16327.0,38077.0,15809.0,16268.0,37420.0,15668.0,16294.0,38105.0,16147.0,16247.0,39004.0,15951.0,16355.0,38370.0,15860.0,16224.0,37948.0,15681.0,16400.0,38712.0
16143.0,16550.0,38750.0,16145.0,16663.0,38296.0,15951.0,16579.0,38064.0,15558.0,16681.0,39111.0,16024.0,16532.0,38389.0,16013.0,16392.0,37855.0,15901.0,16417.0,37647.0,15655.0,16487.0,37945.0,16235.0,16387.0,38283.0,16024.0,16328.0,38081.0,15810.0,16268.0,37426.0,15669.0,16294.0,38098.0,16148.0,16246.0,39009.0,15950.0,16357.0,38368.0,15862.0,16222.0,37947.0,15681.0,16400.0,38711.0
16144.0,16552.0,38752.0,16144.0,16661.0,38298.0,15954.0,16581.0,38065.0,15559.0,16677.0,39116.0,16024.0,16532.0,38391.0,16016.0,16392.0,37853.0,15901.0,16416.0,37649.0,15658.0,16489.0,37947.0,16238.0,16389.0,38280.0,16025.0,16328.0,38082.0,15812.0,16269.0,37423.0,15669.0,16293.0,38101.0,16147.0,16245.0,39010.0,15952.0,16356.0,38364.0,15861.0,16223.0,37946.0,15683.0,16401.0,38702.0
16143.0,16550.0,38751.0,16145.0,16660.0,38302.0,15956.0,16580.0,38069.0,15560.0,16680.0,39112.0,16024.0,16532.0,38391.0,16016.0,16392.0,37853.0,15901.0,16417.0,37649.0,15658.0,16491.0,37949.0,16236.0,16387.0,38287.0,16025.0,16329.0,38088.0,15812.0,16268.0,37419.0,15668.0,16295.0,38098.0,16147.0,16245.0,39010.0,15952.0,16356.0,38364.0,15860.0,16224.0,37947.0,15682.0,16400.0,38708.0
16143.0,16549.0,38761.0,16148.0,16662.0,38303.0,15955.0,16582.0,38070.0,15562.0,16682.0,39116.0,16026.0,16531.0,38391.0,16018.0,16390.0,37857.0,15901.0,16417.0,37649.0,15661.0,16488.0,37945.0,16238.0,16385.0,38282.0,16026.0,16326.0,38081.0,15813.0,16269.0,37424.0,15671.0,16294.0,38106.0,16150.0,16245.0,39017.0,15952.0,16356.0,38370.0,15860.0,16224.0,37947.0,15682.0,16400.0,38708.0
16146.0,16549.0,38755.0,16148.0,16663.0,38300.0,15956.0,16580.0,38077.0,15563.0,16681.0,39117.0,16026.0,16529.0,38398.0,16014.0,16393.0,37853.0,15903.0,16418.0,37655.0,15659.0,16491.0,37949.0,16235.0,16386.0,38283.0,16027.0,16327.0,38079.0,15813.0,16268.0,37418.0,15670.0,16296.0,38101.0,16148.0,16245.0,39013.0,15952.0,16355.0,38369.0,15860.0,16223.0,37940.0,15682.0,16403.0,38704.0
16142.0,16549.0,38750.0,16144.0,16661.0,38297.0,15953.0,16579.0,38070.0,15559.0,16682.0,39118.0,16022.0,16529.0,38385.0,16014.0,16393.0,37853.0,15903.0,16418.0,37655.0,15659.0,16491.0,37949.0,16232.0,16386.0,38270.0,16020.0,16327.0,38077.0,15809.0,16268.0,37421.0,15667.0,16296.0,38110.0,16147.0,16242.0,38998.0,15947.0,16355.0,38366.0,15860.0,16223.0,37940.0,15682.0,16403.0,38704.0
