marker_position_x,marker_position_y,marker_position_z,marker_quaternion_x,marker_quaternion_y,marker_quaternion_z,marker_quaternion_w
0.0287961829454,-0.0269687063992,0.176038041711,0.962837149141,0.0116561551982,-0.000959893502389,-0.269829273586
0.0287979524583,-0.0269988588989,0.176216855645,0.963184699126,0.0118199939651,-0.00254002020975,-0.268568559979
0.0287986695766,-0.027003346011,0.17622885108,0.963241657944,0.0120628753537,-0.00228812125721,-0.268355659416
0.0287876594812,-0.026962177828,0.176055207849,0.963032748542,0.011557270639,-0.000257370617983,-0.269136189487
0.0288027822971,-0.0269877482206,0.176150426269,0.963016359629,0.0117799296157,-0.00136019448751,-0.269181860859
0.0287931319326,-0.026964655146,0.176097273827,0.963110055097,0.011841561699,-0.00132536465838,-0.268843900052
0.0287919528782,-0.0269673578441,0.176114827394,0.962876915077,0.0115961598224,-0.0014487089269,-0.269687739306
0.0287879370153,-0.0269443709403,0.176068350673,0.963062659946,0.0113599446611,-0.000405402962546,-0.269037358601
0.028795581311,-0.026926830411,0.176022529602,0.963035966981,0.0113723250956,0.000293794907468,-0.269132514213
0.0287937261164,-0.0269137937576,0.175990059972,0.962760085864,0.011247414842,0.000259592055217,-0.270123018897
0.0287959743291,-0.0269094463438,0.176017969847,0.963029383674,0.0113517425137,-1.72329448244e-05,-0.269157098782
0.0287936571985,-0.0268966238946,0.176005318761,0.962838626826,0.0110275563387,-4.479837063e-05,-0.269852125593
0.0287735257298,-0.0268764309585,0.175894200802,0.962643557633,0.0111805415074,0.000804034159422,-0.270539701281
0.0287726465613,-0.0268622785807,0.175911799073,0.9625644515,0.0108377083789,0.000460873761032,-0.270835759053
0.0287793576717,-0.0268644001335,0.175891250372,0.962581464447,0.0111302621307,0.00113165278408,-0.270761446536
0.0287749487907,-0.0268465653062,0.17588429153,0.962574861896,0.0108959887127,0.00107280324564,-0.270794685638
0.0287758056074,-0.0268463473767,0.17589122057,0.962615568328,0.0111304580245,0.000696290589141,-0.270641637032
0.0287773031741,-0.0268465001136,0.175875231624,0.962539497608,0.0109098037796,0.00055481185345,-0.270921361117
0.0287780035287,-0.0268466304988,0.175898060203,0.96249693866,0.0109825105145,0.00140646702206,-0.271066503616
0.0287720449269,-0.0268475785851,0.175869241357,0.962539096459,0.0111347388791,0.000559449981584,-0.270913625337
0.0287959203124,-0.0268799196929,0.175997793674,0.962729490966,0.0111019645544,-9.91812359407e-05,-0.270238161203
0.0287797357887,-0.0268729478121,0.175916612148,0.962662904988,0.0110063620057,0.00135758534089,-0.270475781387
0.0287728272378,-0.0269021950662,0.175897955894,0.962549410942,0.0113042612465,0.000442961510954,-0.270870169929
0.0287933479995,-0.0269381273538,0.176055654883,0.963010131561,0.0115347479358,-0.000738388275514,-0.269217181627
0.0287984721363,-0.0269735306501,0.176137164235,0.962906171436,0.0114497195262,-0.000958941801976,-0.269591708634
0.0287935361266,-0.0269886553288,0.176151350141,0.963106806756,0.0116491751274,-0.00157294203688,-0.268862606833
0.0287920776755,-0.0269881021231,0.176144465804,0.963179492736,0.0117968872469,-0.00105679433024,-0.268598178343
0.0287954006344,-0.0269963890314,0.17616841197,0.963256434081,0.011789572656,-0.00228842174691,-0.268314761621
0.0287930071354,-0.0269679427147,0.176109269261,0.963116255951,0.0113275538231,-0.00032166230588,-0.268846909188
0.0287872496992,-0.0269680097699,0.176100373268,0.963239852418,0.0117693412135,-0.00113896488212,-0.268382510757
0.0287800505757,-0.026918195188,0.176043719053,0.963076538584,0.0111348589148,0.000458927776411,-0.268996998368
0.0287929140031,-0.0269182175398,0.176039651036,0.962945906981,0.011321528635,-0.000331901067558,-0.269456662674
0.0287695676088,-0.0268527157605,0.175904035568,0.962659108203,0.0112056902946,0.000573203252006,-0.270483909572
0.0287812445313,-0.0268532838672,0.175883561373,0.962523524129,0.0108788832801,0.00121014085943,-0.270977214828
0.028784872964,-0.0268396958709,0.175937131047,0.962655560138,0.0111355911227,0.000144396895915,-0.270500000547
0.0287995971739,-0.0268588233739,0.176002383232,0.962772164922,0.011011225352,-0.000112363526941,-0.270089797551
0.0287792552263,-0.0268296189606,0.175859928131,0.962601079601,0.0110254542892,0.000667292154999,-0.270697535322
0.0287875700742,-0.0268497206271,0.175957605243,0.962523564943,0.0112008757643,0.00085504441197,-0.270965304442
0.0287802889943,-0.0268612522632,0.175941228867,0.962737524088,0.0111161145546,6.98664885536e-05,-0.270208968817
0.028782999143,-0.0268813576549,0.176008507609,0.96290013946,0.011081795142,0.000544957856634,-0.269629780006
0.0287728030235,-0.0268846508116,0.175935849547,0.96278341307,0.0111668556777,0.000277133088435,-0.270043189228
0.0287811756134,-0.0269064474851,0.176035299897,0.962917708153,0.011175962065,0.000406987127029,-0.269563386905
0.0287879779935,-0.0269353426993,0.17606537044,0.963145857093,0.0114916589591,4.5154322912e-05,-0.268734065017
0.0287875458598,-0.0269444212317,0.176077648997,0.963099498026,0.011327768868,-0.000456588092428,-0.268906731195
0.0287938155234,-0.0269729681313,0.17613324523,0.963169466317,0.0114663321171,-8.70566697278e-05,-0.268650506799
0.0287956167012,-0.0269534252584,0.176123127341,0.963260413067,0.011537543379,-0.00111841191372,-0.268318860437
0.0287717748433,-0.0269257780164,0.176044285297,0.96304156992,0.0114657079335,-1.95159009871e-05,-0.269108661634
0.0287739224732,-0.0268982872367,0.176010176539,0.962871593709,0.0112456045148,0.000362753948944,-0.269725228366
0.0287642553449,-0.0268767867237,0.175893858075,0.962673421136,0.0112117273108,0.000896900058143,-0.270431834257
