marker_position_x,marker_position_y,marker_position_z,marker_quaternion_x,marker_quaternion_y,marker_quaternion_z,marker_quaternion_w
0.0293840840459,-0.0280921757221,0.175283938646,0.962740302321,-0.0035642730857,0.00544265514176,-0.270349373496
0.0293939635158,-0.0281041115522,0.175328791142,0.962770560805,-0.00397924304407,0.0051107260184,-0.270242286385
0.0293811839074,-0.028093509376,0.175284862518,0.962627768742,-0.00376281809123,0.00602489061599,-0.270734779332
0.029388802126,-0.0281044542789,0.175332248211,0.962730326201,-0.00389965766765,0.00569816557466,-0.270375003637
0.0293730609119,-0.0280835796148,0.175225585699,0.962486377917,-0.00373773621489,0.0061422878091,-0.27123472114
0.0293720383197,-0.0280782058835,0.175214886665,0.962508736378,-0.00371445417248,0.00591042561227,-0.271160841744
0.0293845124543,-0.0280987080187,0.175317764282,0.96279160653,-0.00366216383776,0.00548362670019,-0.270164469888
0.0293656941503,-0.0280682556331,0.175244450569,0.96264675528,-0.00345376529396,0.00494322850259,-0.270693296086
0.0293834786862,-0.0280847493559,0.17530323565,0.962739085729,-0.00330366982456,0.00404622466269,-0.270381520524
0.0293729826808,-0.0280544850975,0.175218462944,0.962336755598,-0.00373955607528,0.00540753663672,-0.271780689329
0.0293861068785,-0.0280611738563,0.17525409162,0.962379756394,-0.00383879755544,0.00472792417748,-0.271639678342
0.0293825305998,-0.0280470717698,0.175269857049,0.962258170696,-0.00385178651024,0.00486240892774,-0.272067516709
0.0293750166893,-0.0280417352915,0.175252720714,0.962219060118,-0.00406592267949,0.00506817484903,-0.272198938687
0.0293675344437,-0.0280249025673,0.175243169069,0.962107901027,-0.00394448420816,0.00450872646865,-0.272603190024
0.0293837431818,-0.0280286259949,0.175271108747,0.962147787559,-0.00364244340955,0.00375361346724,-0.272478031934
0.029371637851,-0.0279950033873,0.1752063483,0.961788678308,-0.00412382830125,0.0040691323288,-0.273731573773
0.029377007857,-0.0279939509928,0.175251498818,0.961758350056,-0.0042095027505,0.00435095446647,-0.273832476853
0.0293708462268,-0.0279793329537,0.175173327327,0.961628959069,-0.00406341204901,0.0045559323497,-0.274285393783
0.0293846651912,-0.0280081350356,0.175293147564,0.961989476273,-0.00395972386125,0.00326412940137,-0.273038300585
0.0293778125197,-0.0280071962625,0.175256997347,0.961968226261,-0.00395921781569,0.00393132025849,-0.273104377444
0.0293847993016,-0.0280351694673,0.175345599651,0.962203277322,-0.00361854622521,0.00386026072047,-0.272280843286
0.0293712671846,-0.028036005795,0.175271391869,0.962169742792,-0.00367429370616,0.00477682024397,-0.272384044336
0.0293645001948,-0.0280581079423,0.17521879077,0.962307963896,-0.00395012614765,0.00545167756635,-0.271878756686
0.029368981719,-0.0280805621296,0.175245523453,0.962570938081,-0.0034301154611,0.00604157461815,-0.270940810596
0.0293749757111,-0.0280950088054,0.175214082003,0.962353170775,-0.0043623700352,0.00729747649955,-0.271669084116
