txl1_x,txl1_y,txl1_z,txl2_x,txl2_y,txl2_z,txl3_x,txl3_y,txl3_z,txl4_x,txl4_y,txl4_z,txl5_x,txl5_y,txl5_z,txl6_x,txl6_y,txl6_z,txl7_x,txl7_y,txl7_z,txl8_x,txl8_y,txl8_z,txl9_x,txl9_y,txl9_z,txl10_x,txl10_y,txl10_z,txl11_x,txl11_y,txl11_z,txl12_x,txl12_y,txl12_z,txl13_x,txl13_y,txl13_z,txl14_x,txl14_y,txl14_z,txl15_x,txl15_y,txl15_z,txl16_x,txl16_y,txl16_z
15908.0,16696.0,38309.0,15902.0,16580.0,37918.0,15659.0,16596.0,38095.0,15318.0,16361.0,39173.0,16036.0,16382.0,37585.0,15809.0,16482.0,37879.0,15782.0,16523.0,37567.0,15469.0,16386.0,38288.0,16197.0,16476.0,37683.0,15884.0,16237.0,38132.0,15655.0,16234.0,38106.0,15386.0,16333.0,38863.0,15995.0,16298.0,38894.0,15814.0,16380.0,39323.0,15651.0,16114.0,38811.0,15492.0,16026.0,39062.0
15908.0,16696.0,38309.0,15902.0,16580.0,37918.0,15661.0,16596.0,38097.0,15322.0,16359.0,39167.0,16036.0,16382.0,37592.0,15812.0,16483.0,37878.0,15787.0,16522.0,37572.0,15472.0,16385.0,38282.0,16197.0,16476.0,37683.0,15884.0,16237.0,38132.0,15659.0,16233.0,38109.0,15391.0,16333.0,38862.0,15997.0,16299.0,38907.0,15817.0,16382.0,39336.0,15654.0,16114.0,38816.0,15496.0,16026.0,39061.0
15911.0,16697.0,38313.0,15901.0,16579.0,37922.0,15661.0,16596.0,38097.0,15322.0,16359.0,39167.0,16039.0,16384.0,37599.0,15812.0,16482.0,37885.0,15790.0,16522.0,37566.0,15476.0,16385.0,38279.0,16199.0,16476.0,37690.0,15887.0,16236.0,38132.0,15659.0,16233.0,38109.0,15391.0,16333.0,38862.0,15997.0,16299.0,38907.0,15821.0,16383.0,39343.0,15656.0,16115.0,38820.0,15500.0,16025.0,39058.0
15912.0,16696.0,38318.0,15901.0,16580.0,37926.0,15662.0,16597.0,38098.0,15325.0,16359.0,39162.0,16039.0,16382.0,37601.0,15814.0,16484.0,37884.0,15792.0,16522.0,37571.0,15476.0,16384.0,38283.0,16200.0,16476.0,37691.0,15887.0,16235.0,38137.0,15662.0,16234.0,38106.0,15395.0,16333.0,38854.0,15999.0,16299.0,38918.0,15821.0,16383.0,39344.0,15657.0,16113.0,38820.0,15503.0,16026.0,39056.0
15907.0,16698.0,38303.0,15899.0,16579.0,37915.0,15657.0,16597.0,38093.0,15320.0,16359.0,39172.0,16037.0,16381.0,37594.0,15809.0,16483.0,37880.0,15788.0,16522.0,37571.0,15472.0,16386.0,38289.0,16195.0,16476.0,37680.0,15883.0,16238.0,38132.0,15653.0,16236.0,38105.0,15387.0,16335.0,38864.0,15997.0,16299.0,38909.0,15818.0,16382.0,39337.0,15654.0,16116.0,38813.0,15499.0,16026.0,39063.0
15907.0,16698.0,38303.0,15899.0,16579.0,37915.0,15657.0,16597.0,38093.0,15320.0,16359.0,39172.0,16037.0,16381.0,37594.0,15809.0,16483.0,37880.0,15788.0,16522.0,37571.0,15472.0,16386.0,38289.0,16195.0,16476.0,37680.0,15883.0,16238.0,38132.0,15653.0,16236.0,38105.0,15387.0,16335.0,38864.0,15997.0,16299.0,38909.0,15818.0,16382.0,39337.0,15654.0,16116.0,38813.0,15499.0,16026.0,39063.0
15903.0,16698.0,38302.0,15897.0,16582.0,37909.0,15655.0,16598.0,38091.0,15312.0,16361.0,39170.0,16036.0,16384.0,37582.0,15807.0,16484.0,37874.0,15782.0,16523.0,37566.0,15462.0,16385.0,38289.0,16195.0,16478.0,37669.0,15883.0,16237.0,38118.0,15654.0,16233.0,38105.0,15384.0,16336.0,38865.0,15994.0,16302.0,38885.0,15814.0,16383.0,39325.0,15650.0,16114.0,38814.0,15491.0,16026.0,39067.0
15903.0,16698.0,38302.0,15897.0,16582.0,37909.0,15650.0,16599.0,38091.0,15309.0,16358.0,39172.0,16032.0,16384.0,37577.0,15805.0,16485.0,37865.0,15780.0,16521.0,37566.0,15462.0,16385.0,38289.0,16195.0,16478.0,37669.0,15883.0,16237.0,38118.0,15651.0,16234.0,38102.0,15378.0,16331.0,38864.0,15994.0,16302.0,38881.0,15814.0,16381.0,39319.0,15648.0,16115.0,38807.0,15491.0,16026.0,39067.0
15904.0,16697.0,38308.0,15894.0,16583.0,37909.0,15653.0,16596.0,38088.0,15311.0,16358.0,39174.0,16033.0,16386.0,37579.0,15805.0,16485.0,37874.0,15783.0,16520.0,37562.0,15467.0,16383.0,38284.0,16195.0,16482.0,37681.0,15881.0,16239.0,38128.0,15652.0,16234.0,38108.0,15384.0,16332.0,38859.0,15997.0,16303.0,38882.0,15818.0,16384.0,39323.0,15649.0,16115.0,38808.0,15500.0,16023.0,39058.0
15904.0,16697.0,38308.0,15898.0,16580.0,37924.0,15658.0,16594.0,38092.0,15317.0,16359.0,39163.0,16037.0,16385.0,37595.0,15809.0,16484.0,37876.0,15783.0,16520.0,37562.0,15467.0,16383.0,38284.0,16195.0,16482.0,37681.0,15886.0,16238.0,38132.0,15659.0,16232.0,38108.0,15389.0,16333.0,38866.0,15996.0,16304.0,38910.0,15821.0,16385.0,39332.0,15655.0,16114.0,38811.0,15500.0,16023.0,39058.0
