position_joint1,position_joint2,position_joint3,position_joint4,position_joint5,position_joint6,position_joint7,velocity_joint1,velocity_joint2,velocity_joint3,velocity_joint4,velocity_joint5,velocity_joint6,velocity_joint7,ee_T_00,ee_T_10,ee_T_20,ee_T_30,ee_T_01,ee_T_11,ee_T_21,ee_T_31,ee_T_02,ee_T_12,ee_T_22,ee_T_32,ee_T_03,ee_T_13,ee_T_23,ee_T_33,v_x,v_y,time
0.465060035158,0.547766411221,-0.12397178165,-1.35583520397,0.0796039898439,1.89410477111,0.159165197871,0.000574812135224,0.00173386335412,0.000167700344433,0.000605141227002,-3.09090814018e-05,0.000562980265754,0.00047625889795,0.573837833613,0.81895470333,0.0020202747376,0.0,0.818911438962,-0.573777950082,-0.0119860768164,0.0,-0.00865703156044,0.00853265472638,-0.999926122075,0.0,0.661671688782,0.260908209097,0.30322380361,1.0,0.0,0.0,0.0
0.465060928418,0.547750954896,-0.123975346463,-1.35583985539,0.0796007463241,1.89410264345,0.159164479958,6.21587188587e-05,-0.00162658742486,-0.000811828435085,-0.00670533694626,-0.00030557556959,-0.00050495893163,-0.00186621300413,0.573838356541,0.818954323606,0.00202566309839,0.0,0.818911170974,-0.573778491171,-0.0119784817174,0.0,-0.00864771397174,0.00853271468366,-0.999926202189,0.0,0.661671376189,0.260905719722,0.303232466273,1.0,-0.00014,-0.000184,0.008
0.465057795048,0.547763075994,-0.123972562523,-1.3558436991,0.0796028124672,1.89410430599,0.15916367053,-0.000857437455176,0.00195317601864,0.00376476330996,-0.00154229647725,-0.000269565909875,0.000259526978135,-0.000281003146307,0.573839105738,0.818953824915,0.00201501483653,0.0,0.818910496597,-0.573779248803,-0.0119882904639,0.0,-0.00866184939782,0.0085296309014,-0.999926106151,0.0,0.661670565783,0.260905086809,0.303222106323,1.0,-0.00036,-0.000473142857143,0.019
0.465062680417,0.547759751924,-0.123972890642,-1.35585213695,0.0796023169969,1.89410355149,0.15916367053,0.00193627421743,0.00240969710705,-0.000206827711025,-0.00437775032979,0.000211264040488,0.000134393128878,-0.000323525189741,0.573835652378,0.81895625692,0.0020100277702,0.0,0.818912859033,-0.573775812473,-0.0119913815719,0.0,-0.00866727852242,0.00852728403188,-0.999926079123,0.0,0.661667396517,0.260907038733,0.303220389562,1.0,-0.0007,-0.00092,0.036
0.465058929518,0.547725849958,-0.123972676806,-1.35587199831,0.0796008863776,1.89410686957,0.159159410193,-0.000430860130992,-0.00127698290533,-0.000186014871378,-0.00128972355797,0.000108744044384,0.000111229555228,-0.0013771747533,0.573835753864,0.818956147646,0.00202551784605,0.0,0.818912949866,-0.573775846754,-0.0119835355694,0.0,-0.00865196348499,0.00853546829596,-0.999926141927,0.0,0.661665414322,0.260902765629,0.303235231335,1.0,-0.00096,-0.00126171428571,0.049
0.465063766299,0.547578957284,-0.123967915957,-1.35605235661,0.0796025478333,1.89413098367,0.159163567112,0.00116683168829,-0.0119363797868,0.00125920044946,-0.0081709965696,0.000343979781017,0.00375584975853,0.00106341477888,0.573842065238,0.818951719392,0.0020278975355,0.0,0.818908357769,-0.573781955054,-0.0120048545116,0.0,-0.00866799211646,0.00854971735489,-0.999925881376,0.0,0.661630308233,0.26089114673,0.303255386709,1.0,-0.00138,-0.00181371428571,0.07
0.465053109396,0.547480670054,-0.123970498748,-1.35620495402,0.0795994497223,1.89416689613,0.1591603966,-0.000837133471493,-0.00789756905525,0.000608098703778,-0.0114260891999,0.000471891115068,0.000410923381812,0.00108308648835,0.573857587454,0.818940873172,0.00201555725239,0.0,0.818897278922,-0.573797457161,-0.0120196352495,0.0,-0.00868701621225,0.00854825781631,-0.999925728761,0.0,0.661608624779,0.260867710976,0.303255579732,1.0,-0.00164,-0.00215542857143,0.083
0.46502717191,0.547268735757,-0.123977847157,-1.35647854597,0.0795958762641,1.89431326703,0.159142057193,-0.00109340602741,-0.00881716865023,0.0036291453828,-0.0112550539108,-0.000403122312419,0.0116440753118,-0.00249941397368,0.573883579431,0.8189224678,0.00209186356681,0.0,0.818879860098,-0.573823115464,-0.0119813933475,0.0,-0.00861163833953,0.0085890752121,-0.999926031,0.0,0.661589344095,0.260825980624,0.303288431992,1.0,-0.00208,-0.00273371428571,0.105
0.46501999087,0.547135113873,-0.123967742359,-1.35664217864,0.0795909899862,1.89439382565,0.159139611216,-0.00358201274736,-0.0129063800256,0.00193655935546,-0.0168943275878,8.36591933299e-05,0.00271366845508,0.000582450401051,0.573888352843,0.818918998694,0.00213984818313,0.0,0.818876954474,-0.573827626911,-0.0119639009519,0.0,-0.00856972677693,0.00861838170466,-0.999926138912,0.0,0.661571245064,0.260814096441,0.303311847959,1.0,-0.00232,-0.00304914285714,0.117
0.464991104867,0.54688415182,-0.123975401241,-1.35698922178,0.0795869908557,1.89454085545,0.159117435084,-9.56275080097e-05,-0.0121922596557,-0.000703943784991,-0.0217461296305,4.88373214641e-05,0.00686345756063,-0.00257687498657,0.573917654262,0.818898330444,0.00219030220889,0.0,0.818856862601,-0.573856635468,-0.0119476944424,0.0,-0.00852719175017,0.00865070331601,-0.999926223445,0.0,0.661537113702,0.260761996842,0.303337432246,1.0,-0.00272,-0.00357485714286,0.137
